feature_id,model_id,layer,source_keyword,explanation,exemplar_count,language,rank,pk_id,book_name,chapter,verse,verse_ref,raw_text,score
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,cuv,3,JOB-001-015,Job,1,15,Job 1:15,示 巴 人 忽 然 闯 来 ， 把 牲 畜 掳 去 ， 并 用 刀 杀 了 仆 人 ； 惟 有 我 一 人 逃 脱 ， 来 报 信 给 你 。 」,0.66293865
4241,llama3.1-8b,2-llamascope-res-32k,feeling, expressions of understanding and realization,8,cuv,2,JHN-005-030,John,5,30,John 5:30,我 凭 着 自 己 不 能 做 甚 麽 ， 我 怎 麽 听 见 就 怎 麽 审 判 。 我 的 审 判 也 是 公 平 的 ； 因 为 我 不 求 自 己 的 意 思 ， 只 求 那 差 我 来 者 的 意 思 。,0.662922
3071,llama3.1-8b,2-llamascope-res-32k,feeling,"emotions related to love, self-worth, and personal acceptance",8,esv,1,2CO-003-018,2CO,3,18,2CO 3:18,"And we all, with unveiled face, beholding the glory of the Lord, are being transformed into the same image from one degree of glory to another. For this comes from the Lord who is the Spirit.",0.6625457
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,esv,1,JER-005-006,JER,5,6,JER 5:6,"Therefore a lion from the forest shall strike them down; a wolf from the desert shall devastate them. A leopard is watching their cities; everyone who goes out of them shall be torn in pieces, because their transgressions are many, their apostasies are great.",0.6621379
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,cuv,3,JHN-016-022,John,16,22,John 16:22,你 们 现 在 也 是 忧 愁 ， 但 我 要 再 见 你 们 ， 你 们 的 心 就 喜 乐 了 ； 这 喜 乐 也 没 有 人 能 夺 去 。,0.661843
20703,llama3.1-8b,13-llamascope-res-32k,sentiment, expressions of emotions and sentiments,8,cuv,1,ECC-012-012,Ecclesiastes,12,12,Ecclesiastes 12:12,我 儿 ， 还 有 一 层 ， 你 当 受 劝 戒 ： 着 书 多 ， 没 有 穷 尽 ； 读 书 多 ， 身 体 疲 倦 。,0.6615076
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,cuv,4,ROM-012-012,Romans,12,12,Romans 12:12,在 指 望 中 要 喜 乐 ， 在 患 难 中 要 忍 耐 ， 祷 告 要 恒 切 。,0.66113156
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,esv,2,DAN-007-004,DAN,7,4,DAN 7:4,"The first was like a lion and had eagles' wings. Then as I looked its wings were plucked off, and it was lifted up from the ground and made to stand on two feet like a man, and the mind of a man was given to it.",0.6610695
22916,llama3.1-8b,2-llamascope-res-32k,feeling,expressions of emotional states related to feeling and emotional connections,8,esv,1,1TI-006-002,1TI,6,2,1TI 6:2,Those who have believing masters must not be disrespectful on the ground that they are brothers; rather they must serve all the better since those who benefit by their good service are believers and beloved.Teach and urge these things.,0.66096604
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,esv,1,2CO-007-009,2CO,7,9,2CO 7:9,"As it is, I rejoice, not because you were grieved, but because you were grieved into repenting. For you felt a godly grief, so that you suffered no loss through us.",0.66091514
4241,llama3.1-8b,2-llamascope-res-32k,feeling, expressions of understanding and realization,8,cuv,3,2CH-001-010,2 Chronicles,1,10,2 Chronicles 1:10,求 你 赐 我 智 慧 聪 明 ， 我 好 在 这 民 前 出 入 ； 不 然 ， 谁 能 判 断 这 众 多 的 民 呢 ？,0.66088897
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,cuv,4,2KI-001-014,2 Kings,1,14,2 Kings 1:14,已 经 有 火 从 天 上 降 下 来 ， 烧 灭 前 两 次 来 的 五 十 夫 长 和 他 们 各 自 带 的 五 十 人 ； 现 在 愿 我 的 性 命 在 你 眼 前 看 为 宝 贵 ！,0.66079676
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,esv,2,JHN-016-033,JHN,16,33,JHN 16:33,"I have said these things to you, that in me you may have peace. In the world you will have tribulation. But take heart; I have overcome the world.""",0.6607544
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,cuv,3,JOB-030-025,Job,30,25,Job 30:25,人 遭 难 ， 我 岂 不 为 他 哭 泣 呢 ？ 人 穷 乏 ， 我 岂 不 为 他 忧 愁 呢 ？,0.6605112
13867,llama3.1-8b,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,8,cuv,2,1TH-003-005,1 Thessalonians,3,5,1 Thessalonians 3:5,为 此 ， 我 既 不 能 再 忍 ， 就 打 发 人 去 ， 要 晓 得 你 们 的 信 心 如 何 ， 恐 怕 那 诱 惑 人 的 到 底 诱 惑 了 你 们 ， 叫 我 们 的 劳 苦 归 於 徒 然 。,0.65996885
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,esv,1,JHN-016-033,JHN,16,33,JHN 16:33,"I have said these things to you, that in me you may have peace. In the world you will have tribulation. But take heart; I have overcome the world.""",0.65986437
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,cuv,5,1SA-004-017,1 Samuel,4,17,1 Samuel 4:17,报 信 的 回 答 说 ： 以 色 列 人 在 非 利 士 人 面 前 逃 跑 ， 民 中 被 杀 的 甚 多 ！ 你 的 两 个 儿 子 何 弗 尼 、 非 尼 哈 也 都 死 了 ， 并 且 　 神 的 约 柜 被 掳 去 。,0.65969324
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,1,ISA-050-002,Isaiah,50,2,Isaiah 50:2,我 来 的 时 候 ， 为 何 无 人 等 候 呢 ？ 我 呼 唤 的 时 候 ， 为 何 无 人 答 应 呢 ？ 我 的 膀 臂 岂 是 缩 短 、 不 能 救 赎 吗 ？ 我 岂 无 拯 救 之 力 麽 ？ 看 哪 ， 我 一 斥 责 ， 海 就 乾 了 ； 我 使 江 河 变 为 旷 野 ； 其 中 的 鱼 因 无 水 腥 臭 ， 乾 渴 而 死 。,0.65946096
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,cuv,5,1CO-010-033,1 Corinthians,10,33,1 Corinthians 10:33,就 好 像 我 凡 事 都 叫 众 人 喜 欢 ， 不 求 自 己 的 益 处 ， 只 求 众 人 的 益 处 ， 叫 他 们 得 救 。,0.65878606
4241,llama3.1-8b,2-llamascope-res-32k,feeling, expressions of understanding and realization,8,cuv,4,EZK-003-006,Ezekiel,3,6,Ezekiel 3:6,不 是 往 那 说 话 深 奥 、 言 语 难 懂 的 多 国 去 ， 他 们 的 话 语 是 你 不 懂 得 的 。 我 若 差 你 往 他 们 那 里 去 ， 他 们 必 听 从 你 。,0.65876
11412,llama3.1-8b,2-llamascope-res-32k,feeling,expressions related to feeling good,8,cuv,1,2CO-009-002,2 Corinthians,9,2,2 Corinthians 9:2,因 为 我 知 道 你 们 乐 意 的 心 ， 常 对 马 其 顿 人 夸 奖 你 们 ， 说 亚 该 亚 人 预 备 好 了 ， 已 经 有 一 年 了 ； 并 且 你 们 的 热 心 激 动 了 许 多 人 。,0.6586926
4241,llama3.1-8b,2-llamascope-res-32k,feeling, expressions of understanding and realization,8,cuv,5,ECC-002-021,Ecclesiastes,2,21,Ecclesiastes 2:21,因 为 有 人 用 智 慧 、 知 识 、 灵 巧 所 劳 碌 得 来 的 ， 却 要 留 给 未 曾 劳 碌 的 人 为 分 . 。 这 也 是 虚 空 ， 也 是 大 患 。,0.6582823
3071,llama3.1-8b,2-llamascope-res-32k,feeling,"emotions related to love, self-worth, and personal acceptance",8,esv,2,1JN-004-016,1JN,4,16,1JN 4:16,"So we have come to know and to believe the love that God has for us. God is love, and whoever abides in love abides in God, and God abides in him.",0.6582734
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,cuv,4,PSA-035-013,Psalms,35,13,Psalms 35:13,至 於 我 ， 当 他 们 有 病 的 时 候 ， 我 便 穿 麻 衣 ， 禁 食 ， 刻 苦 己 心 ； 我 所 求 的 都 归 到 自 己 的 怀 中 。,0.65824527
22916,llama3.1-8b,2-llamascope-res-32k,feeling,expressions of emotional states related to feeling and emotional connections,8,cuv,1,JOB-032-007,Job,32,7,Job 32:7,我 说 ， 年 老 的 当 先 说 话 ； 寿 高 的 当 以 智 慧 . 教 训 人 。,0.65685916
1510,llama3.1-8b,20-llamascope-res-32k,feeling, phrases conveying a feeling of 'sense' or 'awareness',8,esv,1,2CO-007-004,2CO,7,4,2CO 7:4,"I am acting with great boldness toward you; I have great pride in you; I am filled with comfort. In all our affliction, I am overflowing with joy.",0.65662664
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,cuv,5,2CO-007-005,2 Corinthians,7,5,2 Corinthians 7:5,我 们 从 前 就 是 到 了 马 其 顿 的 时 候 ， 身 体 也 不 得 安 宁 ， 周 围 遭 患 难 ， 外 有 争 战 ， 内 有 惧 怕 。,0.6563695
22687,llama3.1-8b,5-llamascope-res-32k,feeling," variations of the verb ""feel"" indicating emotional states",8,cuv,1,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.6559063
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,2,JON-002-002,Jonah,2,2,Jonah 2:2,说 ： 我 遭 遇 患 难 求 告 耶 和 华 ， 你 就 应 允 我 ； 从 阴 间 的 深 处 呼 求 ， 你 就 俯 听 我 的 声 音 。,0.6556163
16773,llama3.1-8b,26-llamascope-res-32k,feeling,expressions of emotions related to feeling and emotional states,8,cuv,1,JDG-015-002,Judges,15,2,Judges 15:2,说 ： 我 估 定 你 是 极 其 恨 他 ， 因 此 我 将 他 给 了 你 的 陪 伴 。 他 的 妹 子 不 是 比 他 还 美 丽 麽 ？ 你 可 以 娶 来 代 替 他 罢 ！,0.6555121
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,esv,2,JHN-016-020,JHN,16,20,JHN 16:20,"Truly, truly, I say to you, you will weep and lament, but the world will rejoice. You will be sorrowful, but your sorrow will turn into joy.",0.65512496
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,3,JON-002-009,Jonah,2,9,Jonah 2:9,但 我 必 用 感 谢 的 声 音 献 祭 与 你 。 我 所 许 的 愿 ， 我 必 偿 还 。 救 恩 出 於 耶 和 华 。,0.6549969
22916,llama3.1-8b,2-llamascope-res-32k,feeling,expressions of emotional states related to feeling and emotional connections,8,esv,2,1PE-004-011,1PE,4,11,1PE 4:11,"whoever speaks, as one who speaks oracles of God; whoever serves, as one who serves by the strength that God supplies--in order that in everything God may be glorified through Jesus Christ. To him belong glory and dominion forever and ever. Amen.",0.65477055
8733,llama3.1-8b,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,1,1PE-004-008,1 Peter,4,8,1 Peter 4:8,最 要 紧 的 是 彼 此 切 实 相 爱 ， 因 为 爱 能 遮 掩 许 多 的 罪 。,0.65452486
1800,llama3.1-8b,5-llamascope-res-32k,sentiment, expressions of sentiment and emotional responses,8,cuv,1,JAS-005-016,James,5,16,James 5:16,所 以 你 们 要 彼 此 认 罪 ， 互 相 代 求 ， 使 你 们 可 以 得 医 治 。 义 人 祈 祷 所 发 的 力 量 是 大 有 功 效 的 。,0.6544447
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,4,JON-004-002,Jonah,4,2,Jonah 4:2,就 祷 告 耶 和 华 说 ： 耶 和 华 啊 ， 我 在 本 国 的 时 候 ， 岂 不 是 这 样 说 吗 ？ 我 知 道 你 是 有 恩 典 、 有 怜 悯 的 神 ， 不 轻 易 发 怒 ， 有 丰 盛 的 慈 爱 ， 并 且 後 悔 不 降 所 说 的 灾 ， 所 以 我 急 速 逃 往 他 施 去 。,0.6543485
1510,llama3.1-8b,20-llamascope-res-32k,feeling, phrases conveying a feeling of 'sense' or 'awareness',8,esv,2,1CH-029-017,1CH,29,17,1CH 29:17,"I know, my God, that you test the heart and have pleasure in uprightness. In the uprightness of my heart I have freely offered all these things, and now I have seen your people, who are present here, offering freely and joyously to you.",0.65434235
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,esv,3,HAB-003-016,HAB,3,16,HAB 3:16,"I hear, and my body trembles; my lips quiver at the sound; rottenness enters into my bones; my legs tremble beneath me. Yet I will quietly wait for the day of trouble to come upon people who invade us.",0.6538471
3071,llama3.1-8b,2-llamascope-res-32k,feeling,"emotions related to love, self-worth, and personal acceptance",8,cuv,1,1PE-003-004,1 Peter,3,4,1 Peter 3:4,只 要 以 里 面 存 着 长 久 温 柔 、 安 静 的 心 为 妆 饰 ； 这 在 神 面 前 是 极 宝 贵 的 。,0.65372795
13867,llama3.1-8b,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,8,cuv,3,JOB-030-025,Job,30,25,Job 30:25,人 遭 难 ， 我 岂 不 为 他 哭 泣 呢 ？ 人 穷 乏 ， 我 岂 不 为 他 忧 愁 呢 ？,0.6533314
13867,llama3.1-8b,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,8,cuv,4,1CO-007-040,1 Corinthians,7,40,1 Corinthians 7:40,然 而 按 我 的 意 见 ， 若 常 守 节 更 有 福 气 。 我 也 想 自 己 是 被 神 的 灵 感 动 了 。,0.6531809
21752,llama3.1-8b,20-llamascope-res-32k,feeling,emotional expressions related to feelings and sentiments,8,cuv,1,1CO-007-040,1 Corinthians,7,40,1 Corinthians 7:40,然 而 按 我 的 意 见 ， 若 常 守 节 更 有 福 气 。 我 也 想 自 己 是 被 神 的 灵 感 动 了 。,0.6529494
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,esv,4,2TI-001-012,2TI,1,12,2TI 1:12,"which is why I suffer as I do. But I am not ashamed, for I know whom I have believed, and I am convinced that he is able to guard until that Day what has been entrusted to me.",0.6529083
8733,llama3.1-8b,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,2,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.65284795
30221,llama3.1-8b,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,8,esv,3,1CH-029-017,1CH,29,17,1CH 29:17,"I know, my God, that you test the heart and have pleasure in uprightness. In the uprightness of my heart I have freely offered all these things, and now I have seen your people, who are present here, offering freely and joyously to you.",0.6528413
8733,llama3.1-8b,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,8,cuv,3,ROM-003-002,Romans,3,2,Romans 3:2,凡 事 大 有 好 处 ： 第 一 是 神 的 圣 言 交 托 他 们 。,0.6526798
13867,llama3.1-8b,21-llamascope-res-32k,feeling,various expressions and contexts of feelings and emotions,8,cuv,5,1CO-004-012,1 Corinthians,4,12,1 Corinthians 4:12,并 且 劳 苦 ， 亲 手 做 工 。 被 人 咒 骂 ， 我 们 就 祝 福 ； 被 人 逼 迫 ， 我 们 就 忍 受 ；,0.6525691
1800,llama3.1-8b,5-llamascope-res-32k,sentiment, expressions of sentiment and emotional responses,8,cuv,2,HEB-012-015,Hebrews,12,15,Hebrews 12:15,又 要 谨 慎 ， 恐 怕 有 人 失 了 神 的 恩 ； 恐 怕 有 毒 根 生 出 来 扰 乱 你 们 ， 因 此 叫 众 人 沾 染 污 秽 ；,0.6518181
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,cuv,5,JER-046-005,Jeremiah,46,5,Jeremiah 46:5,我 为 何 看 见 他 们 惊 惶 转 身 退 後 呢 ？ 他 们 的 勇 士 打 败 了 ， 急 忙 逃 跑 ， 并 不 回 头 ； 惊 吓 四 围 都 有 ！ 这 是 耶 和 华 说 的 。,0.65171105
12447,llama3.1-8b,21-llamascope-res-32k,feeling, references to emotional experiences and thoughts related to relief and accountability,8,esv,5,JAS-005-016,JAS,5,16,JAS 5:16,"Therefore, confess your sins to one another and pray for one another, that you may be healed. The prayer of a righteous person has great power as it is working.",0.6516525
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,esv,3,1SA-012-003,1SA,12,3,1SA 12:3,"Here I am; testify against me before the LORD and before his anointed. Whose ox have I taken? Or whose donkey have I taken? Or whom have I defrauded? Whom have I oppressed? Or from whose hand have I taken a bribe to blind my eyes with it? Testify against me and I will restore it to you.""",0.6516265
22875,llama3.1-8b,18-llamascope-res-32k,feeling, phrases indicating a sense of being influenced or affected by various factors or emotions,8,cuv,2,JER-046-005,Jeremiah,46,5,Jeremiah 46:5,我 为 何 看 见 他 们 惊 惶 转 身 退 後 呢 ？ 他 们 的 勇 士 打 败 了 ， 急 忙 逃 跑 ， 并 不 回 头 ； 惊 吓 四 围 都 有 ！ 这 是 耶 和 华 说 的 。,0.6515249
20703,llama3.1-8b,13-llamascope-res-32k,sentiment, expressions of emotions and sentiments,8,cuv,2,2JN-001-012,2 John,1,12,2 John 1:12,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。,0.6506649
32342,llama3.1-8b,22-llamascope-res-32k,feeling,expressions of emotions and feelings,8,cuv,1,2CO-002-004,2 Corinthians,2,4,2 Corinthians 2:4,我 先 前 心 里 难 过 痛 苦 ， 多 多 的 流 泪 ， 写 信 给 你 们 ， 不 是 叫 你 们 忧 愁 ， 乃 是 叫 你 们 知 道 我 格 外 的 疼 爱 你 们 。,0.6502627
22916,llama3.1-8b,2-llamascope-res-32k,feeling,expressions of emotional states related to feeling and emotional connections,8,cuv,2,2TI-004-002,2 Timothy,4,2,2 Timothy 4:2,务 要 传 道 ， 无 论 得 时 不 得 时 ， 总 要 专 心 ； 并 用 百 般 的 忍 耐 ， 各 样 的 教 训 ， 责 备 人 、 警 戒 人 、 劝 勉 人 。,0.64995074
16773,llama3.1-8b,26-llamascope-res-32k,feeling,expressions of emotions related to feeling and emotional states,8,cuv,2,2TI-003-011,2 Timothy,3,11,2 Timothy 3:11,以 及 我 在 安 提 阿 、 以 哥 念 、 路 司 得 所 遭 遇 的 逼 迫 ， 苦 难 。 我 所 忍 受 是 何 等 的 逼 迫 ； 但 从 这 一 切 苦 难 中 ， 主 都 把 我 救 出 来 了 。,0.649925
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,esv,4,ISA-059-015,ISA,59,15,ISA 59:15,"Truth is lacking, and he who departs from evil makes himself a prey. The LORD saw it, and it displeased him that there was no justice.",0.649681
22875,llama3.1-8b,18-llamascope-res-32k,feeling, phrases indicating a sense of being influenced or affected by various factors or emotions,8,cuv,3,2KI-002-017,2 Kings,2,17,2 Kings 2:17,他 们 再 三 催 促 他 ， 他 难 以 推 辞 ， 就 说 ： 你 们 打 发 人 去 罢 ！ 他 们 便 打 发 五 十 人 去 ， 寻 找 了 三 天 ， 也 没 有 找 着 。,0.64967674
16773,llama3.1-8b,26-llamascope-res-32k,feeling,expressions of emotions related to feeling and emotional states,8,cuv,3,PHP-002-028,Philippians,2,28,Philippians 2:28,所 以 我 越 发 急 速 打 发 他 去 ， 叫 你 们 再 见 他 ， 就 可 以 喜 乐 ， 我 也 可 以 少 些 忧 愁 。,0.6496485
16010,llama3.1-8b,0-llamascope-res-32k,feeling, words related to emotions or states of being,8,esv,5,JER-004-007,JER,4,7,JER 4:7,"A lion has gone up from his thicket, a destroyer of nations has set out; he has gone out from his place to make your land a waste; your cities will be ruins without inhabitant.",0.6496037
1510,llama3.1-8b,20-llamascope-res-32k,feeling, phrases conveying a feeling of 'sense' or 'awareness',8,cuv,1,2CO-002-004,2 Corinthians,2,4,2 Corinthians 2:4,我 先 前 心 里 难 过 痛 苦 ， 多 多 的 流 泪 ， 写 信 给 你 们 ， 不 是 叫 你 们 忧 愁 ， 乃 是 叫 你 们 知 道 我 格 外 的 疼 爱 你 们 。,0.64940745
3071,llama3.1-8b,2-llamascope-res-32k,feeling,"emotions related to love, self-worth, and personal acceptance",8,esv,3,2CO-007-004,2CO,7,4,2CO 7:4,"I am acting with great boldness toward you; I have great pride in you; I am filled with comfort. In all our affliction, I am overflowing with joy.",0.6494011
29846,llama3.1-8b,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,8,cuv,1,1CO-006-009,1 Corinthians,6,9,1 Corinthians 6:9,你 们 岂 不 知 不 义 的 人 不 能 承 受 神 的 国 麽 ？ 不 要 自 欺 ！ 无 论 是 淫 乱 的 、 拜 偶 像 的 、 奸 淫 的 、 作 娈 童 的 、 亲 男 色 的 、,0.6493918
22875,llama3.1-8b,18-llamascope-res-32k,feeling, phrases indicating a sense of being influenced or affected by various factors or emotions,8,cuv,4,ACT-003-012,Acts,3,12,Acts 3:12,彼 得 看 见 ， 就 对 百 姓 说 ： 以 色 列 人 哪 ， 为 甚 麽 把 这 事 当 作 希 奇 呢 ？ 为 甚 麽 定 睛 看 我 们 ， 以 为 我 们 凭 自 己 的 能 力 和 虔 诚 使 这 人 行 走 呢 ？,0.6490645
4662,llama3.1-8b,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,8,cuv,1,2KI-019-007,2 Kings,19,7,2 Kings 19:7,我 必 惊 动 ( 原 文 作 使 灵 进 入 ) 他 的 心 ， 他 要 听 见 风 声 就 归 回 本 地 。 我 必 使 他 在 那 里 倒 在 刀 下 。,0.648941
1510,llama3.1-8b,20-llamascope-res-32k,feeling, phrases conveying a feeling of 'sense' or 'awareness',8,cuv,2,GAL-004-018,Galatians,4,18,Galatians 4:18,在 善 事 上 ， 常 用 热 心 待 人 原 是 好 的 ， 却 不 单 我 与 你 们 同 在 的 时 候 才 这 样 。,0.6486438
22916,llama3.1-8b,2-llamascope-res-32k,feeling,expressions of emotional states related to feeling and emotional connections,8,cuv,3,DEU-006-007,Deuteronomy,6,7,Deuteronomy 6:7,也 要 殷 勤 教 训 你 的 儿 女 。 无 论 你 坐 在 家 里 ， 行 在 路 上 ， 躺 下 ， 起 来 ， 都 要 谈 论 。,0.6484766
1510,llama3.1-8b,20-llamascope-res-32k,feeling, phrases conveying a feeling of 'sense' or 'awareness',8,cuv,3,2CO-007-004,2 Corinthians,7,4,2 Corinthians 7:4,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。,0.6484357
32342,llama3.1-8b,22-llamascope-res-32k,feeling,expressions of emotions and feelings,8,cuv,2,COL-002-005,Colossians,2,5,Colossians 2:5,我 身 子 虽 与 你 们 相 离 ， 心 却 与 你 们 同 在 ， 见 你 们 循 规 蹈 矩 ， 信 基 督 的 心 也 坚 固 ， 我 就 欢 喜 了 。,0.64804494
19564,llama3.1-8b,19-llamascope-res-32k,feeling, emotional and sensory states of being,8,esv,1,NAM-002-008,NAM,2,8,NAM 2:8,"Nineveh is like a pool whose waters run away. ""Halt! Halt!"" they cry, but none turns back.",0.64772296
